population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
3307,1,-0.0274705913455566,-0.0197009217364537,-0.012403298052603,-0.00584386234003942,0.00106029525120244,0.00873356565108052,0.0153972635877015,0.0178650357376662,0.0144253188330175,0.00693813579267566,-0.000490922600327792,-0.00524877338129226,-0.00824202021615195,-0.0116465450103838,-0.014777908419787,-0.0130192484467546,-0.00150836598475301,0.0200944757123294,0.0466097217540828,0.0707096562718634,0.0868689967717593,0.0925887443493445,0.0875425382201187,0.073291530271439,0.0540634187696467,0.0363560531997855,0.0259409163367272,0.0243088498970159,0.0280927461835887,0.0322967413172375,0.0342796641379213,0.0348314376120991,0.0359039429872019,0.0379112312795367,0.039505215062662,-1,-1,-1,-1,-1,-1,-1,-1,-1
6005,1,-0.0602869656029248,-0.1259059864969,-0.1259059864969,-0.0730640178391189,-0.0730640178391191,0.0586970863518936,0.0586970863518939,0.0586970863518939,0.0280287236002434,0.118099312077995,0.0579919469776866,0.0347621062592121,0,0.0763883458634547,-0.0142404391146103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6006,1,-0.0224497623162427,-0.0224497623162427,-0.0224497623162425,0.0188942804446999,0.0188942804446999,0,0,0.1249387366083,0.0746336182969041,-0.048304679574555,0.0248235837250321,0.106455330914287,0.0696359281413945,-0.0334237554869496,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4308,1,-0.00907664408984565,-0.00535086333277224,-0.00100472309533317,0.00396177662247132,0.00954863582064047,0.0157131485871594,0.0222844912739624,0.0292199579690334,0.0365195486723731,0.0441832633839799,0.0521537208686147,0.0602013961853102,0.0682689080988257,0.0763562566091617,0.0844634417163174,0.0925303038213369,0.100316204528394,0.107760984238531,0.114864642951749,0.121627180668049,0.128000048366039,0.133789049960165,0.138945636429036,0.143469807772654,0.147361563991017,0.150617662901898,0.153225135776386,0.15518074043225,0.156484476869493,0.157136345088116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4309,1,-0.224082681677367,-0.224082681677367,-0.224082681677367,-0.224082681677367,-0.224082681677367,0,0,0,0,0,0.234111145465133,0.234111145465133,0.234111145465133,0.234111145465133,0.234111145465134,0.234111145465133,0.0425879773019708,0.0425879773019708,0.0425879773019708,0.0425879773019708,0.118661239402209,0.118661239402209,0.118661239402209,0.118661239402209,0.11866123940221,0.0562269210594022,0.0562269210594024,0.0562269210594022,0.0562269210594024,0.0562269210594022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4310,1,0.0954242509439325,0.0954242509439325,0.0954242509439324,0.0954242509439326,0.0954242509439324,0.0954242509439325,0.0954242509439325,0.0954242509439325,0.0954242509439325,0.0954242509439325,-0.0425454175172176,-0.0425454175172176,-0.0425454175172177,-0.0425454175172177,-0.0425454175172176,-0.0425454175172176,0.0638181262758265,0.0638181262758265,0.0638181262758264,0.0638181262758266,0.0693574972449312,0.0693574972449313,0.0693574972449311,0.0693574972449313,0.0693574972449313,0.032273600446995,0.0322736004469948,0.032273600446995,0.032273600446995,0.032273600446995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8068,1,-1,-1,-1,-0.103876652236069,-0.0761987105414008,-0.0330566580079565,-0.00861419759799953,-0.0422177609948357,-0.148219257810538,-0.296128645742764,-0.420743012322637,-0.458740980024892,-0.383734402328302,-0.214260091306671,0.00331544723959487,0.214564355867549,0.366344661752481,0.415719925132317,0.350844232184453,0.211459924358154,0.078716795915159,0.02526608570474,0.0615518544233135,0.130490851627014,0.162582527540479,0.143786469424877,0.117313719880495,0.094702412157056,0.0759525462546603,0.0610641221732233,0.049761132351243,0.0409395465429312,0.0343233571866608,0.0299125642824973,0.0277071678303558,-1,-1,-1,-1,-1,-1,-1,-1,-1
4311,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0218288938850135,-0.0218288938850135,-0.0218288938850137,-0.0218288938850135,-0.0218288938850137,0.0795880017344077,0.0795880017344075,0.0795880017344073,0.0795880017344077,0.0795880017344075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4312,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0102305044894763,-0.0102305044894763,-0.0102305044894763,-0.0102305044894763,-0.0102305044894763,0.0878665387660525,0.0878665387660525,0.0878665387660524,0.0878665387660527,0.0878665387660524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4313,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0165948470129529,0.0165948470129527,0.0165948470129529,0.0165948470129529,0.0165948470129527,0.0602059991327963,0.0602059991327961,0.0602059991327963,0.0602059991327961,0.0602059991327963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4314,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0579919469776867,0,0,-0.1249387366083,0,0.0133893579261226,0.0133893579261226,0.0133893579261227,0.0133893579261226,0.0133893579261226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4307,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.0791812460476248,0.0526482869549163,0.0526482869549162,0.0526482869549163,0.0526482869549163,0.0526482869549164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13145,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.14445445178867,-0.34830725850144,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,-0.179614719328723,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
13146,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.14144977340047,0,0,0,0,0,0,0,0,0,0,0,1.80277372529198,-1,-1,-1,-1,-1,-1,-1,-1,-1
13148,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.90848501887865,0,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,0.208278537031645,-2.08278537031645,-1,-1,-1,-1,-1,-1,-1,-1,-1
13149,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.00432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,0.200432137378264,-2.00432137378264,-1,-1,-1,-1,-1,-1,-1,-1,-1
13150,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.83037478319355,0,0,0,0,0,0,0,0,0,0,2.12818379142145,-1,-1,-1,-1,-1,-1,-1,-1,-1
17899,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0461756066609553,0.0448422256272747,0.0422575711073805,0.0388684963535975,0.0351377146263872,0.0313116121691192,0.0275117577185249,0.023928219182342,0.0208915281346743,0.0187677415098421,0.017749408756834,-1,-1,-1,-1,-1,-1,-1,-1,-1
3270,1,-0.0400791434569683,-0.227129185880079,-0.227129185880079,0.208767782367709,0.208767782367709,0,0,0,0.0539818124662454,0.00556818305897977,0.00556818305897977,-0.165233331467473,0.0599979296752853,0.0809254099705354,0.0809254099705357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17895,1,-1,-1,-1,-1,-1,-0.1104305730472,-0.1015669389587,-0.0825699977091332,-0.0578659777198949,-0.0366043571336039,-0.0245855589664823,-0.0181025692540758,-0.00871504478220864,0.00502806239328568,0.0200130591218042,0.0302259581598972,0.0319960832723309,0.0257978077185234,0.0134819563610062,-0.00337735004096174,-0.0217625655523009,-0.0363310904237614,-0.0427473825861024,-0.0417114454775526,-0.0380127164891396,-0.0353029867113738,-0.0330366000249707,-0.0287852075399508,-0.0217856487685895,-0.0128410499901481,-0.00205717821107354,0.0108016628043991,0.0234500350392348,0.0311813191904713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17894,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.00605154788057494,-0.00605154788036133,-0.00605154788009843,-0.00605154788000195,-0.00605154788014062,-0.00605154788042284,-0.00605154788073359,-0.00605154788101525,-0.00605154788123596,-0.00605154788135398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3265,1,-0.00464099824683473,0.00083074314297793,0.012159308910368,0.0239310747691199,0.0300660139688507,0.0279426061475165,0.0186917605644119,0.00508711646217819,-0.0105634856598682,-0.0277889939186489,-0.047164932737993,-0.0662986092872231,-0.0768843368745502,-0.0695906461828644,-0.0445425749424837,-0.014609806714704,0.00544360248512366,0.0126741866548263,0.016063512363,0.0237868190824084,0.0345719258940829,0.0424603865114594,0.0453913153496783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2884,1,0.0271301309436544,0.0278347142832487,0.0286744700893136,0.0295929257248277,0.0305715112359253,0.0316164189761951,0.032727458660852,0.0339065831410873,0.0351776525529127,0.0365601738969582,0.0380221619608705,0.0394844948199859,0.040878013730694,0.0421858153298547,0.0434393532903841,0.0446946952376783,0.0460020362327809,0.0473629438569129,0.0487123726595367,0.0499736873184391,0.0511395448762322,0.0522641994891664,0.053358258800835,0.0543266335941905,0.0550480610692468,0.0555031763265943,0.0557938702643743,0.0560419832747527,0.0562893482446569,0.0564834621236319,0.0565335286953248,0.0563940076981169,0.0561307588961388,0.0559007331970325,0.0558247957028823,0.0558730186551424,0.0559109120958001,0.0558630132803963,0.0557838041704906,0.0557531035219907,0.0557643065083657,-1,-1,-1
3264,1,-1,-1,-1,-1,-1,0.101565528514834,0.0526670944141503,0.0107172204230492,0.0256932788548871,0.0769505664858197,0.104983819622348,0.0891057815527172,0.0632617543383662,0.0609765052525453,0.073954543207611,0.0735182688203557,0.052227913111226,0.0288350978667515,0.0219558645471092,0.0331980481670091,0.0526989455077538,0.0697995304508416,0.078419536120176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297,1,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.0212213412698672,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.0212213412698672,0.0212213412698681,0.0212213412698681,0.0212213412698681,0.00457319257376287,0.00457319257376376,0.00457319257376287,0.00457319257376376,0.00457319257376287,0.00457319257376376,0.00457319257376287,0.00457319257376287,0.00457319257376376,0.00457319257376287,0.00457319257376376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6007,1,0.06246936830415,-0.0880456295278407,-0.0880456295278407,0.105426682657447,0.105426682657447,0.0107282277904672,0.010728227790467,0.010728227790467,0.132625565274591,-0.0373168091484519,-0.0373168091484521,-0.204119982655925,0.146128035678238,-0.0160923416857006,-0.0160923416857006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12550,1,-0.124602532418836,-0.129194065943028,-0.0536872753646813,0.0611615468269964,0.103348857574584,0.0178072737439532,-0.110823222016335,-0.143086474662137,-0.0424506405174174,0.0911278356538787,0.14603859161698,0.113480972811681,0.0589178601572744,0.0229949719104177,-0.00327735660181716,-0.0245899221220531,-0.0194690870653105,0.0159191829717509,0.0447154397666329,0.0357038159222949,0.00607214409376144,-0.00877596703731509,-0.00752260023199369,-0.0134573243540448,-0.0258307857352396,-0.0182728008996449,0.0137124325269822,0.0391405191801111,0.036100642785529,0.019709340119042,0.0095657128724671,-0.00225982402242231,-0.0260184167463109,-0.0406127451345162,-0.0197411307351922,0.0198193428869127,0.0334658169895041,0.0116692379610779,-0.00924446152297698,-0.00702959240246948,-0.00642356251020626,-0.0318451814692491,-0.0617839116117844,-1
3260,1,-0.00590612930839818,-0.00253660469923833,0.00103433672993525,0.00415784619287685,0.00618278543493922,0.0069658509226258,0.00689018587229917,0.00631591843461532,0.0051652250656975,0.00318726377121514,0.000514187368103158,-0.00226941112881551,-0.00461089115802871,-0.0063494647487099,-0.0075676166888643,-0.00833838069139237,-0.00879282109312385,-0.0092345150513804,-0.00986899719491863,-0.0104427989100175,-0.0104647223539294,-0.00989481155414218,-0.00933137777125825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12549,1,-1,-1,-0.0146224830700428,-0.0133755794151291,-0.00968195666070226,-0.00307399622053239,0.00488489804752046,0.0112299670879565,0.0137767835680904,0.0123267159714873,0.0075478466789729,-4.16242247345266e-05,-0.00869345260524135,-0.0142963066668562,-0.0132765129942261,-0.00689563213331112,-0.00039632175901172,0.00278935397568336,0.00377277745154458,0.00433773962880846,0.00328809486310533,-0.000870616901412546,-0.00567252698352227,-0.00653270755601909,-0.00241957537328652,0.00307958395300023,0.00627036269286663,0.00635174003219507,0.00388196028641019,-0.000761828380594132,-0.00633070246202916,-0.0104568024136951,-0.0117905076809981,-0.0106656264834504,-0.00681696893502526,0.00117758022340197,0.0125906596717531,0.0229818594545153,0.0283670992609384,0.029489407226774,-1,-1,-1,-1
12241,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.122658928431531,0.122658928431532,0.122658928431531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13134,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.00432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,-0.200432137378264,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
13175,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.468419941806646,0.865633289646377,-0.0995658161597314,-0.0995658161597311,-0.0995658161597313,-0.0995658161597311,-0.0995658161597311,-0.0995658161597313,-0.0995658161597312,-0.0995658161597314,-0.0995658161597311,-0.0995658161597312,-1.3964267859498,-1,-1,-1,-1,-1,-1,-1,-1,-1
13176,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.00432137378264,-2.00432137378264,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
13177,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2.00432137378264,-1,-1,-1,-1,-1,-1,-1,-1,-1
13180,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.264421904329603,-0.102142539941733,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,-0.181954393554187,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
13412,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.1627272974977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13182,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
13183,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,-0.18221103398024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9479,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0125076671519984,0.0125076671520881,0.0125076671521813,0.0125076671521342,0.012507667151898,0.0125076671515005,0.012507667151052,0.0125076671506514,0.0125076671503677,0.0125076671502518,0.0125076671502837,0.0125076671503805,0.0125076671504547,0.0125076671504667,0.0125076671504507,-1,-1,-1,-1,-1
9465,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1249387366083,0.151267675330649,-0.163502131747661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
