record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
328_Limnodynastes peronii,328,Anura,Myobatrachidae,Limnodynastes,peronii,Myobatrachidae,Limnodynastes,peronii,Limnodynastidae,Limnodynastes peronii,Limnodynastes,peronii,Adult,10,B,Given,30.6,NA,Y,14,14,1.18,10,2,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",663231,5.82,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
329_Limnodynastes peronii,329,Anura,Myobatrachidae,Limnodynastes,peronii,Myobatrachidae,Limnodynastes,peronii,Limnodynastidae,Limnodynastes peronii,Limnodynastes,peronii,Adult,10,B,Given,34.1,36.3,Y,14,14,1.18,30,2.4,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",663231,5.82,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
327_Limnodynastes peronii,327,Anura,Myobatrachidae,Limnodynastes,peronii,Myobatrachidae,Limnodynastes,peronii,Limnodynastidae,Limnodynastes peronii,Limnodynastes,peronii,Adult,5,A,Given,32.7,34.3,Y,14,14,1.18,10,7.9,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",663231,5.82,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
326_Limnodynastes salmini,326,Anura,Myobatrachidae,Limnodynastes,salmini,Myobatrachidae,Limnodynastes,salmini,Limnodynastidae,Limnodynastes salmini,Limnodynastes,salmini,Adult,3,A,Given,34.5,NA,Y,14,14,1.18,10,9.7,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",604289,5.78,Not introduced,NA,NA,75,1.88,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
337_Limnodynastes tasmaniensis,337,Anura,Myobatrachidae,Limnodynastes,tasmaniensis,Myobatrachidae,Limnodynastes,tasmaniensis,Limnodynastidae,Limnodynastes tasmaniensis,Limnodynastes,tasmaniensis,Adult,17,B,Given,34,35.1,Y,14,14,1.18,10,6.8,1,24:0,L,Loss of righting response,S,305,2.48,"Warrenbayne, Victoria",Subtropical,36.692,1.565,-36.692,145.887,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",2431022,6.39,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.014744298,29.5,Not threatened,0
338_Limnodynastes tasmaniensis,338,Anura,Myobatrachidae,Limnodynastes,tasmaniensis,Myobatrachidae,Limnodynastes,tasmaniensis,Limnodynastidae,Limnodynastes tasmaniensis,Limnodynastes,tasmaniensis,Adult,38,B,Given,34.9,36.6,Y,14,14,1.18,25,7.3,1,24:0,L,Loss of righting response,S,305,2.48,"Grampians, Victoria",Subtropical,37.133,1.57,-37.133,142.518,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",2431022,6.39,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.024296919,27.1,Not threatened,0
335_Limnodynastes tasmaniensis,335,Anura,Myobatrachidae,Limnodynastes,tasmaniensis,Myobatrachidae,Limnodynastes,tasmaniensis,Limnodynastidae,Limnodynastes tasmaniensis,Limnodynastes,tasmaniensis,Adult,12,B,Given,29.8,33.9,Y,14,14,1.18,5,6.2,1,24:0,L,Loss of righting response,S,762,2.88,"Armidale, New South Wales",Subtropical,30.514,1.485,-30.514,151.667,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",2431022,6.39,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.016987195,26.1,Not threatened,0
336_Limnodynastes tasmaniensis,336,Anura,Myobatrachidae,Limnodynastes,tasmaniensis,Myobatrachidae,Limnodynastes,tasmaniensis,Limnodynastidae,Limnodynastes tasmaniensis,Limnodynastes,tasmaniensis,Adult,12,B,Given,33.4,35,Y,14,14,1.18,25,6.7,1,24:0,L,Loss of righting response,S,762,2.88,"Armidale, New South Wales",Subtropical,30.514,1.485,-30.514,151.667,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",2431022,6.39,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.016987195,26.1,Not threatened,0
712_Lithobates berlandieri,712,Anura,Ranidae,Rana,berlandieri,Ranidae,Rana,berlandieri,Ranidae,Lithobates berlandieri,Lithobates,berlandieri,Adult,20,B,Given,39.2,NA,Y,14,14,1.18,10,7.8,1,12:12,S,Onset of spasms,NA,340,2.53,"Cleveland County, Oklahoma",Subtropical,35.255,1.547,35.255,-97.352,Field,NA,1997,Lutterschmidt and Hutchison 1997,"Lutterschmidt, W. I., and V. H. Hutchison. 1997. The critical thermal maximum: data to support the onset of spasms as the definitive end point. Canadian Journal of Zoology 75:1553-1560.",1489357,6.17,Introduced,NA,1650,113,2.05,Aquatic & terrestrial,0.030460984,34.4,Not threatened,0
723_Lithobates catesbeiana,723,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,3,A,N given,37.6,NA,Y,14,14,1.18,5,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stages 28-34,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
726_Lithobates catesbeiana,726,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,7,A,N given,37.8,NA,Y,14,14,1.18,15,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stage 45,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
728_Lithobates catesbeiana,728,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,2,A,N given,38,NA,Y,14,14,1.18,25,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stages 43-44,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
725_Lithobates catesbeiana,725,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,4,A,N given,38.5,NA,Y,14,14,1.18,15,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stages 41-43,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
724_Lithobates catesbeiana,724,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,9,A,N given,38.8,NA,Y,14,14,1.18,15,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stages 33-40,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
729_Lithobates catesbeiana,729,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,8,A,N given,39.5,NA,Y,14,14,1.18,25,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stages 45-46,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
727_Lithobates catesbeiana,727,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,larva,8,A,N given,39.5,NA,Y,14,14,1.18,25,NA,1,12:12,L,Loss of responsiveness to mechanical stimulation with forceps,NA,188,2.27,"Butler County, Ohio",Temperate,39.44,1.596,39.44,-84.522,Field,Gosner stages 28-35,1982,Menke and Claussen 1982,"Menke, M. E., and D. L. Claussen. 1982. Thermal acclimation and hardening in tadpoles of the bullfrog, Rana catesbeiana. Journal of Thermal Biology 7:215-219.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,-0.001816327,30.1,Not threatened,0
255_Lithobates catesbeiana,255,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,Adult,10,B,Category,31.7,NA,Y,14,14,1.18,5,8.5,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"Long Island, New York",Temperate,42,1.623,42,-73.135,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,0.026780712,25.7,Not threatened,0
256_Lithobates catesbeiana,256,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,Adult,10,B,Category,33.6,NA,Y,14,14,1.18,23,7.5,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"Long Island, New York",Temperate,42,1.623,42,-73.135,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,0.026780712,25.7,Not threatened,0
713_Lithobates catesbeiana,713,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,Adult,19,B,Given,40.7,NA,Y,14,14,1.18,10,9.3,1,12:12,S,Onset of spasms,NA,340,2.53,"Cleveland County, Oklahoma",Subtropical,35.255,1.547,35.255,-97.352,Field,NA,1997,Lutterschmidt and Hutchison 1997,"Lutterschmidt, W. I., and V. H. Hutchison. 1997. The critical thermal maximum: data to support the onset of spasms as the definitive end point. Canadian Journal of Zoology 75:1553-1560.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,0.030460984,34.4,Not threatened,0
1021_Lithobates catesbeiana,1021,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,Adult,3,A,Given,31.7,NA,Y,14,14,1.18,5,8.5,NA,0:24,L,Loss of righting response,NA,422,2.63,"Long Island, New York",Temperate,42,1.623,42,-73.135,Field,NA,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,0.026780712,25.7,Not threatened,0
990_Lithobates pipiens,990,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,31.4,NA,Y,14,14,1.18,5,6.3,NA,0:24,L,Loss of righting response,NA,301,2.48,"Supplier, Wisconsin",Temperate,43.784,1.641,43.78444,-88.787868,Supplier,NA,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.020721088,27.9,Not threatened,0
229_Lithobates pipiens,229,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,100,C,Category,31.4,NA,Y,14,14,1.18,5,7.1,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,Wisconsin,Temperate,45,1.653,45,-89.646,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.027615046,27,Not threatened,0
230_Lithobates pipiens,230,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,100,C,Category,34.7,NA,Y,14,14,1.18,23,7.5,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,Wisconsin,Temperate,45,1.653,45,-89.646,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.027615046,27,Not threatened,0
231_Lithobates pipiens,231,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,100,C,Category,35.4,NA,Y,14,14,1.18,30,7.2,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,Wisconsin,Temperate,45,1.653,45,-89.646,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.027615046,27,Not threatened,0
1003_Lithobates pipiens,1003,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,31.3,NA,Y,14,14,1.18,5,6,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
1004_Lithobates pipiens,1004,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,31.9,NA,Y,14,14,1.18,7,6.3,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
1005_Lithobates pipiens,1005,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,33.8,NA,Y,14,14,1.18,12,7.4,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
852_Lithobates pipiens,852,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,11,B,Given,34,NA,Y,14,14,1.18,10,7.9,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
1006_Lithobates pipiens,1006,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,34.5,NA,Y,14,14,1.18,23,6.5,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
848_Lithobates pipiens,848,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,9,A,Given,34.6,NA,Y,14,14,1.18,10,8.5,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
849_Lithobates pipiens,849,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,9,A,Given,34.8,NA,Y,14,14,1.18,10,8.7,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
847_Lithobates pipiens,847,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,6,A,Given,35.1,NA,Y,14,14,1.18,25,6.7,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
1007_Lithobates pipiens,1007,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,35.3,NA,Y,14,14,1.18,29,6.3,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
851_Lithobates pipiens,851,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Given,36.3,NA,Y,14,14,1.18,30,7.1,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
854_Lithobates pipiens,854,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Given,36.3,NA,Y,14,14,1.18,30,7.1,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
846_Lithobates pipiens,846,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,12,B,Given,36.5,NA,Y,14,14,1.18,25,8.1,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
850_Lithobates pipiens,850,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,13,B,Given,36.5,NA,Y,14,14,1.18,30,7.3,NA,24:0,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1970,Seibel et al. 1970,"Seibel, R. V. 1970. Variables affecting the critical thermal maximum of the leopard frog Rana pipiens. Herpetologica 26:208-213.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
236_Lithobates pipiens,236,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Category,31,NA,Y,14,14,1.18,5,16.3,1,24:0 or 0:24,L,Loss of righting response,NA,1555,3.19,"Vol Turrialba, Costa Rica",Tropical,10.016,1.001,10.016,-83.788,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.0207511,15.6,Not threatened,0
237_Lithobates pipiens,237,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Category,35.7,NA,Y,14,14,1.18,26,17.7,1,24:0 or 0:24,L,Loss of righting response,NA,1555,3.19,"Vol Turrialba, Costa Rica",Tropical,10.016,1.001,10.016,-83.788,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.0207511,15.6,Not threatened,0
234_Lithobates pipiens,234,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Category,30,NA,Y,14,14,1.18,5,8.8,1,24:0 or 0:24,L,Loss of righting response,NA,2012,3.3,"E. Casas, Chiapas, Mexico",Tropical,16.747,1.224,16.747,-92.647,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.027166066,23.3,Not threatened,0
235_Lithobates pipiens,235,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Category,37,NA,Y,14,14,1.18,26,12.5,1,24:0 or 0:24,L,Loss of righting response,NA,2012,3.3,"E. Casas, Chiapas, Mexico",Tropical,16.747,1.224,16.747,-92.647,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.027166066,23.3,Not threatened,0
232_Lithobates pipiens,232,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,10,B,Category,30.8,NA,Y,14,14,1.18,5,9.6,1,24:0 or 0:24,L,Loss of righting response,NA,2256,3.35,"W. Casas, Chiapas, Mexico",Tropical,16.747,1.224,16.747,-92.647,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.027166066,23.3,Not threatened,0
