genus_species,population_id,acclim_temp,latitude,longitude,genus,species,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,realm_general3,acclim_time_original,acclim_time_units
Lepomis macrochirus,Lepomis macrochirus_40.79,27,40.79,-80.47,Lepomis,macrochirus,NA,36,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Conowingo Pond Georgia US,Yoder et al. 2012,adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Lepomis macrochirus,Lepomis macrochirus_42.08,22.8,42.08,-81.34,Lepomis,macrochirus,NA,38.3,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Yoder et al. 2012,adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Lepomis macrochirus,Lepomis macrochirus_31.45,10,31.45,-98.95,Lepomis,macrochirus,NA,34.8,tmax,NA,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas US,Yoder et al. 2012,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Lepomis macrochirus,Lepomis macrochirus_31.45,20,31.45,-98.95,Lepomis,macrochirus,NA,37.3,tmax,NA,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas US,Yoder et al. 2012,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Lepomis macrochirus,Lepomis macrochirus_31.45,30,31.45,-98.95,Lepomis,macrochirus,NA,41.2,tmax,NA,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Texas US,Yoder et al. 2012,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Lepomis macrochirus,Lepomis macrochirus_35.66,10,35.66,-97.47,Lepomis,macrochirus,21,32.62,tmax,1.85,SD,19.75,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis macrochirus,Lepomis macrochirus_35.66,10,35.66,-97.47,Lepomis,macrochirus,21,36.14,tmax,3.1,SD,19.75,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis macrochirus,Lepomis macrochirus_35.66,10,35.66,-97.47,Lepomis,macrochirus,21,30.11,tmax,1.67,SD,19.75,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis macrochirus,Lepomis macrochirus_35.66,10,35.66,-97.47,Lepomis,macrochirus,21,33.27,tmax,0.84,SD,19.75,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis megalotis,Lepomis megalotis_NA,26,NA,NA,Lepomis,megalotis,NA,37.8,tmax,0.84,SD,12,NA,LOE,0.017,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Lepomis megalotis,Lepomis megalotis_35.66,10,35.66,-97.47,Lepomis,megalotis,14,34.1,tmax,1.99,SD,59,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Lepomis megalotis,Lepomis megalotis_35.66,10,35.66,-97.47,Lepomis,megalotis,14,30.87,tmax,1.62,SD,59,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Lepomis megalotis,Lepomis megalotis_35.66,10,35.66,-97.47,Lepomis,megalotis,21,31.6,tmax,2.22,SD,16.25,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis megalotis,Lepomis megalotis_35.66,10,35.66,-97.47,Lepomis,megalotis,21,34.7,tmax,3.25,SD,16.25,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis megalotis,Lepomis megalotis_35.66,10,35.66,-97.47,Lepomis,megalotis,21,29.93,tmax,1.79,SD,16.25,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Lepomis megalotis,Lepomis megalotis_35.66,10,35.66,-97.47,Lepomis,megalotis,21,33.34,tmax,1.95,SD,16.25,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Schaefer et al. 1999,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,21,days
Micropterus dolomieu,Micropterus dolomieu_36.94,33,36.94,-81.05,Micropterus,dolomieu,7,35,tmax,NA,SD,10,NA,death,NA,NA,NA,NA,NA,NA,New River drainage US,Cherry et al. 1977,sub-adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,7,days
Micropterus dolomieu,Micropterus dolomieu_NA,26,NA,NA,Micropterus,dolomieu,NA,36.9,tmax,0.31,SD,8,NA,LOE,0.017,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus dolomieu,Micropterus dolomieu_35.66,10,35.66,-97.47,Micropterus,dolomieu,14,34.8,tmax,NA,SD,1,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus dolomieu,Micropterus dolomieu_35.66,10,35.66,-97.47,Micropterus,dolomieu,14,28.3,tmax,NA,SD,1,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus dolomieu,Micropterus dolomieu_42.08,23.3,42.08,-81.34,Micropterus,dolomieu,NA,36.3,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Yoder et al. 2012,adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus dolomieu,Micropterus dolomieu_42.08,23.3,42.08,-81.34,Micropterus,dolomieu,NA,36.3,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Spotila et al. 1979,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus punctulatus,Micropterus punctulatus_36.94,33,36.94,-81.05,Micropterus,punctulatus,7,36,tmax,NA,SD,10,NA,death,NA,NA,NA,NA,NA,NA,New River drainage US,Cherry et al. 1977,sub-adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,7,days
Micropterus punctulatus,Micropterus punctulatus_35.66,10,35.66,-97.47,Micropterus,punctulatus,14,34.22,tmax,0.57,SD,5,NA,OS,1,NA,NA,NA,NA,NA,Central Oklahoma US,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus punctulatus,Micropterus punctulatus_35.66,10,35.66,-97.47,Micropterus,punctulatus,14,30.76,tmax,0.42,SD,5,NA,LOE,1,NA,NA,NA,NA,NA,Central Oklahoma US,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus salmoides,Micropterus salmoides_NA,25,NA,NA,Micropterus,salmoides,14,37.8,tmax,0.53,SD,12,NA,LOE,0.3,NA,NA,NA,NA,NA,NA,Carveth et al. 2006,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus salmoides,Micropterus salmoides_NA,25,NA,NA,Micropterus,salmoides,14,38.8,tmax,0.71,SD,12,NA,flaring operculum,0.3,NA,NA,NA,NA,NA,NA,Carveth et al. 2006,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus salmoides,Micropterus salmoides_NA,25,NA,NA,Micropterus,salmoides,14,39.1,tmax,0.71,SD,12,NA,death,0.3,NA,NA,NA,NA,NA,NA,Carveth et al. 2006,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Micropterus salmoides,Micropterus salmoides_34.18,20,34.18,-111.71,Micropterus,salmoides,NA,36.7,tmax,0.76,SD,40,NA,LOE,1,NA,NA,NA,NA,NA,Arizona US,Beitinger et al. 2000,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_34.18,28,34.18,-111.71,Micropterus,salmoides,NA,40.1,tmax,1.33,SD,40,NA,LOE,1,NA,NA,NA,NA,NA,Arizona US,Beitinger et al. 2000,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_NA,26,NA,NA,Micropterus,salmoides,NA,36.3,tmax,0.6,SD,10,NA,LOE,0.017,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_45.55,8,45.55,-92.39,Micropterus,salmoides,NA,29.2,tmax,1.36,SD,10,NA,death,0.2,NA,NA,NA,NA,NA,Bone Lake Wisconsin US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_45.55,16,45.55,-92.39,Micropterus,salmoides,NA,33.6,tmax,0.87,SD,10,NA,death,0.2,NA,NA,NA,NA,NA,Bone Lake Wisconsin US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_45.55,24,45.55,-92.39,Micropterus,salmoides,NA,36.5,tmax,0.51,SD,10,NA,death,0.2,NA,NA,NA,NA,NA,Bone Lake Wisconsin US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_45.55,32,45.55,-92.39,Micropterus,salmoides,NA,40.9,tmax,0.4,SD,10,NA,death,0.2,NA,NA,NA,NA,NA,Bone Lake Wisconsin US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_34.45,20,34.45,-96.64,Micropterus,salmoides,20,35.4,tmax,0.47,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,Connerville Johnston County Oklahoma US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,20,days
Micropterus salmoides,Micropterus salmoides_34.45,25,34.45,-96.64,Micropterus,salmoides,20,36.7,tmax,0.59,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,Connerville Johnston County Oklahoma US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,20,days
Micropterus salmoides,Micropterus salmoides_34.45,30,34.45,-96.64,Micropterus,salmoides,20,38.5,tmax,0.34,SD,10,NA,LOE,0.3,NA,NA,NA,NA,NA,Connerville Johnston County Oklahoma US,Beitinger et al. 2000,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,20,days
Micropterus salmoides,Micropterus salmoides_41.65,20,41.65,-82.83,Micropterus,salmoides,NA,32.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_41.65,25,41.65,-82.83,Micropterus,salmoides,NA,34.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_41.65,30,41.65,-82.83,Micropterus,salmoides,NA,36.4,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_35.96,30,35.96,-83.92,Micropterus,salmoides,NA,36.4,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Knoxville Tenesee US,Hart 1952,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Micropterus salmoides,Micropterus salmoides_29.48,20,29.48,-81.68,Micropterus,salmoides,NA,31.8,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Welaka Florida US,Hart 1952,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
